name,mainKey,grade,marketConditionList,priceList,basePrice,enchantMaterialPrice,buyMaxCount,countValue,enchantGroup,enchantGroupMax,enchantMaterialKey,enchantNeedCount,maxRegisterForWorldMarket,sellMaxCount,resultMsg,resultCode,basePrice,maxPrice,minPrice,count
Fallen God's Armor,719898,4,"""[{\""pricePerOne\"":32500000000,\""buyCount\"":1,\""sellCount\"":0},{\""pricePerOne\"":32600000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":32700000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":32800000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":32900000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":33000000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":33100000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":33200000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":33300000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":33400000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":33500000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":33600000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":33700000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":33800000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":33900000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":34000000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":34100000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":34200000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":34300000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":34400000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":34500000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":34600000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":34700000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":34800000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":34900000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35000000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35100000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35200000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35300000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35400000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35500000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35600000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35700000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35800000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35900000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36000000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36100000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36200000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36300000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36400000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36500000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36600000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36700000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36800000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36900000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37000000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37100000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37200000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37300000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37400000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37500000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37600000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37700000000,\""buyCount\"":0,\""sellCount\"":0}]""","""[35100000000,35200000000,35300000000,35400000000,35500000000,35600000000,35700000000,35800000000,35900000000,36000000000,36100000000,36200000000,36300000000,36400000000,36500000000,36600000000,36700000000,36800000000,36900000000,37000000000,37100000000,37200000000,37300000000,37400000000,37500000000,37600000000,37700000000]""",35100000000,0,0,0,0,0,0,0,1,0,"""[{\""days\"":\""2020-09-30\"",\""value\"":10600000000},{\""days\"":\""2020-10-01\"",\""value\"":10600000000},{\""days\"":\""2020-10-02\"",\""value\"":10600000000},{\""days\"":\""2020-10-03\"",\""value\"":10600000000},{\""days\"":\""2020-10-04\"",\""value\"":10600000000},{\""days\"":\""2020-10-05\"",\""value\"":10600000000},{\""days\"":\""2020-10-06\"",\""value\"":10600000000},{\""days\"":\""2020-10-07\"",\""value\"":10600000000},{\""days\"":\""2020-10-08\"",\""value\"":11900000000},{\""days\"":\""2020-10-09\"",\""value\"":13300000000},{\""days\"":\""2020-10-10\"",\""value\"":14400000000},{\""days\"":\""2020-10-11\"",\""value\"":17000000000},{\""days\"":\""2020-10-12\"",\""value\"":19300000000},{\""days\"":\""2020-10-13\"",\""value\"":19300000000},{\""days\"":\""2020-10-14\"",\""value\"":21600000000},{\""days\"":\""2020-10-15\"",\""value\"":22400000000},{\""days\"":\""2020-10-16\"",\""value\"":22400000000},{\""days\"":\""2020-10-17\"",\""value\"":22400000000},{\""days\"":\""2020-10-18\"",\""value\"":23800000000},{\""days\"":\""2020-10-19\"",\""value\"":25100000000},{\""days\"":\""2020-10-20\"",\""value\"":25100000000},{\""days\"":\""2020-10-21\"",\""value\"":25100000000},{\""days\"":\""2020-10-22\"",\""value\"":25100000000},{\""days\"":\""2020-10-23\"",\""value\"":26500000000},{\""days\"":\""2020-10-24\"",\""value\"":26500000000},{\""days\"":\""2020-10-25\"",\""value\"":26500000000},{\""days\"":\""2020-10-26\"",\""value\"":26500000000},{\""days\"":\""2020-10-27\"",\""value\"":26500000000},{\""days\"":\""2020-10-28\"",\""value\"":26500000000},{\""days\"":\""2020-10-29\"",\""value\"":26500000000},{\""days\"":\""2020-10-30\"",\""value\"":26500000000},{\""days\"":\""2020-10-31\"",\""value\"":26500000000},{\""days\"":\""2020-11-01\"",\""value\"":26500000000},{\""days\"":\""2020-11-02\"",\""value\"":28400000000},{\""days\"":\""2020-11-03\"",\""value\"":28400000000},{\""days\"":\""2020-11-04\"",\""value\"":28400000000},{\""days\"":\""2020-11-05\"",\""value\"":28400000000},{\""days\"":\""2020-11-06\"",\""value\"":28400000000},{\""days\"":\""2020-11-07\"",\""value\"":28400000000},{\""days\"":\""2020-11-08\"",\""value\"":28400000000},{\""days\"":\""2020-11-09\"",\""value\"":30500000000},{\""days\"":\""2020-11-10\"",\""value\"":30500000000},{\""days\"":\""2020-11-11\"",\""value\"":30500000000},{\""days\"":\""2020-11-12\"",\""value\"":30500000000},{\""days\"":\""2020-11-13\"",\""value\"":30500000000},{\""days\"":\""2020-11-14\"",\""value\"":30500000000},{\""days\"":\""2020-11-15\"",\""value\"":32700000000},{\""days\"":\""2020-11-16\"",\""value\"":32700000000},{\""days\"":\""2020-11-17\"",\""value\"":32700000000},{\""days\"":\""2020-11-18\"",\""value\"":32700000000},{\""days\"":\""2020-11-19\"",\""value\"":32700000000},{\""days\"":\""2020-11-20\"",\""value\"":32700000000},{\""days\"":\""2020-11-21\"",\""value\"":32700000000},{\""days\"":\""2020-11-22\"",\""value\"":32700000000},{\""days\"":\""2020-11-23\"",\""value\"":32700000000},{\""days\"":\""2020-11-24\"",\""value\"":32700000000},{\""days\"":\""2020-11-25\"",\""value\"":32700000000},{\""days\"":\""2020-11-26\"",\""value\"":32700000000},{\""days\"":\""2020-11-27\"",\""value\"":32700000000},{\""days\"":\""2020-11-28\"",\""value\"":33600000000},{\""days\"":\""2020-11-29\"",\""value\"":33600000000},{\""days\"":\""2020-11-30\"",\""value\"":33600000000},{\""days\"":\""2020-12-01\"",\""value\"":33600000000},{\""days\"":\""2020-12-02\"",\""value\"":33600000000},{\""days\"":\""2020-12-03\"",\""value\"":35100000000},{\""days\"":\""2020-12-04\"",\""value\"":35100000000},{\""days\"":\""2020-12-05\"",\""value\"":35100000000},{\""days\"":\""2020-12-06\"",\""value\"":35100000000},{\""days\"":\""2020-12-07\"",\""value\"":35100000000},{\""days\"":\""2020-12-08\"",\""value\"":35100000000},{\""days\"":\""2020-12-09\"",\""value\"":35100000000},{\""days\"":\""2020-12-10\"",\""value\"":35100000000},{\""days\"":\""2020-12-11\"",\""value\"":35100000000},{\""days\"":\""2020-12-12\"",\""value\"":35100000000},{\""days\"":\""2020-12-13\"",\""value\"":35100000000},{\""days\"":\""2020-12-14\"",\""value\"":35100000000},{\""days\"":\""2020-12-15\"",\""value\"":35100000000},{\""days\"":\""2020-12-16\"",\""value\"":35100000000},{\""days\"":\""2020-12-17\"",\""value\"":35100000000},{\""days\"":\""2020-12-18\"",\""value\"":35100000000},{\""days\"":\""2020-12-19\"",\""value\"":35100000000},{\""days\"":\""2020-12-20\"",\""value\"":35100000000},{\""days\"":\""2020-12-21\"",\""value\"":35100000000},{\""days\"":\""2020-12-22\"",\""value\"":35100000000},{\""days\"":\""2020-12-23\"",\""value\"":35100000000},{\""days\"":\""2020-12-24\"",\""value\"":35100000000},{\""days\"":\""2020-12-25\"",\""value\"":35100000000},{\""days\"":\""2020-12-26\"",\""value\"":35100000000},{\""days\"":\""2020-12-27\"",\""value\"":35100000000}]""",0,35100000000,37700000000,32500000000,0
Desperate Fallen God's Armor,719898,4,"""[{\""pricePerOne\"":34900000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35000000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35100000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35200000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35300000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35400000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35500000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35600000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35700000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35800000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":35900000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36000000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36100000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36200000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36300000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36400000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36500000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36600000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36700000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36800000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":36900000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37000000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37100000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37200000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37300000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37400000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37500000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37600000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37700000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37800000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":37900000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":38000000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":38100000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":38200000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":38300000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":38400000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":38500000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":38600000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":38700000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":38800000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":38900000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":39000000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":39100000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":39200000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":39300000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":39400000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":39500000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":39600000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":39700000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":39800000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":39900000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":40000000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":40100000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":40200000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":40300000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":40400000000,\""buyCount\"":0,\""sellCount\"":0},{\""pricePerOne\"":40500000000,\""buyCount\"":0,\""sellCount\"":0}]""","""[37700000000,37800000000,37900000000,38000000000,38100000000,38200000000,38300000000,38400000000,38500000000,38600000000,38700000000,38800000000,38900000000,39000000000,39100000000,39200000000,39300000000,39400000000,39500000000,39600000000,39700000000,39800000000,39900000000,40000000000,40100000000,40200000000,40300000000,40400000000,40500000000]""",37700000000,0,0,0,1,0,0,0,1,0,"""[{\""days\"":\""2020-09-30\"",\""value\"":13400000000},{\""days\"":\""2020-10-01\"",\""value\"":13400000000},{\""days\"":\""2020-10-02\"",\""value\"":13400000000},{\""days\"":\""2020-10-03\"",\""value\"":13400000000},{\""days\"":\""2020-10-04\"",\""value\"":13400000000},{\""days\"":\""2020-10-05\"",\""value\"":13400000000},{\""days\"":\""2020-10-06\"",\""value\"":13400000000},{\""days\"":\""2020-10-07\"",\""value\"":13400000000},{\""days\"":\""2020-10-08\"",\""value\"":15100000000},{\""days\"":\""2020-10-09\"",\""value\"":16400000000},{\""days\"":\""2020-10-10\"",\""value\"":16400000000},{\""days\"":\""2020-10-11\"",\""value\"":18200000000},{\""days\"":\""2020-10-12\"",\""value\"":19300000000},{\""days\"":\""2020-10-13\"",\""value\"":19300000000},{\""days\"":\""2020-10-14\"",\""value\"":22400000000},{\""days\"":\""2020-10-15\"",\""value\"":22400000000},{\""days\"":\""2020-10-16\"",\""value\"":22400000000},{\""days\"":\""2020-10-17\"",\""value\"":22400000000},{\""days\"":\""2020-10-18\"",\""value\"":24000000000},{\""days\"":\""2020-10-19\"",\""value\"":25100000000},{\""days\"":\""2020-10-20\"",\""value\"":25100000000},{\""days\"":\""2020-10-21\"",\""value\"":25100000000},{\""days\"":\""2020-10-22\"",\""value\"":25100000000},{\""days\"":\""2020-10-23\"",\""value\"":26500000000},{\""days\"":\""2020-10-24\"",\""value\"":26500000000},{\""days\"":\""2020-10-25\"",\""value\"":26500000000},{\""days\"":\""2020-10-26\"",\""value\"":26500000000},{\""days\"":\""2020-10-27\"",\""value\"":26500000000},{\""days\"":\""2020-10-28\"",\""value\"":26500000000},{\""days\"":\""2020-10-29\"",\""value\"":26500000000},{\""days\"":\""2020-10-30\"",\""value\"":26500000000},{\""days\"":\""2020-10-31\"",\""value\"":26500000000},{\""days\"":\""2020-11-01\"",\""value\"":26500000000},{\""days\"":\""2020-11-02\"",\""value\"":28400000000},{\""days\"":\""2020-11-03\"",\""value\"":28400000000},{\""days\"":\""2020-11-04\"",\""value\"":28400000000},{\""days\"":\""2020-11-05\"",\""value\"":28400000000},{\""days\"":\""2020-11-06\"",\""value\"":28400000000},{\""days\"":\""2020-11-07\"",\""value\"":28400000000},{\""days\"":\""2020-11-08\"",\""value\"":28400000000},{\""days\"":\""2020-11-09\"",\""value\"":30500000000},{\""days\"":\""2020-11-10\"",\""value\"":30500000000},{\""days\"":\""2020-11-11\"",\""value\"":30500000000},{\""days\"":\""2020-11-12\"",\""value\"":30500000000},{\""days\"":\""2020-11-13\"",\""value\"":30500000000},{\""days\"":\""2020-11-14\"",\""value\"":30500000000},{\""days\"":\""2020-11-15\"",\""value\"":32700000000},{\""days\"":\""2020-11-16\"",\""value\"":32700000000},{\""days\"":\""2020-11-17\"",\""value\"":32700000000},{\""days\"":\""2020-11-18\"",\""value\"":32700000000},{\""days\"":\""2020-11-19\"",\""value\"":32700000000},{\""days\"":\""2020-11-20\"",\""value\"":32700000000},{\""days\"":\""2020-11-21\"",\""value\"":32700000000},{\""days\"":\""2020-11-22\"",\""value\"":32700000000},{\""days\"":\""2020-11-23\"",\""value\"":32700000000},{\""days\"":\""2020-11-24\"",\""value\"":35100000000},{\""days\"":\""2020-11-25\"",\""value\"":35100000000},{\""days\"":\""2020-11-26\"",\""value\"":35100000000},{\""days\"":\""2020-11-27\"",\""value\"":35100000000},{\""days\"":\""2020-11-28\"",\""value\"":35100000000},{\""days\"":\""2020-11-29\"",\""value\"":35100000000},{\""days\"":\""2020-11-30\"",\""value\"":35100000000},{\""days\"":\""2020-12-01\"",\""value\"":35100000000},{\""days\"":\""2020-12-02\"",\""value\"":35100000000},{\""days\"":\""2020-12-03\"",\""value\"":35100000000},{\""days\"":\""2020-12-04\"",\""value\"":35100000000},{\""days\"":\""2020-12-05\"",\""value\"":35100000000},{\""days\"":\""2020-12-06\"",\""value\"":35100000000},{\""days\"":\""2020-12-07\"",\""value\"":35100000000},{\""days\"":\""2020-12-08\"",\""value\"":37700000000},{\""days\"":\""2020-12-09\"",\""value\"":37700000000},{\""days\"":\""2020-12-10\"",\""value\"":37700000000},{\""days\"":\""2020-12-11\"",\""value\"":37700000000},{\""days\"":\""2020-12-12\"",\""value\"":37700000000},{\""days\"":\""2020-12-13\"",\""value\"":37700000000},{\""days\"":\""2020-12-14\"",\""value\"":37700000000},{\""days\"":\""2020-12-15\"",\""value\"":37700000000},{\""days\"":\""2020-12-16\"",\""value\"":37700000000},{\""days\"":\""2020-12-17\"",\""value\"":37700000000},{\""days\"":\""2020-12-18\"",\""value\"":37700000000},{\""days\"":\""2020-12-19\"",\""value\"":37700000000},{\""days\"":\""2020-12-20\"",\""value\"":37700000000},{\""days\"":\""2020-12-21\"",\""value\"":37700000000},{\""days\"":\""2020-12-22\"",\""value\"":37700000000},{\""days\"":\""2020-12-23\"",\""value\"":37700000000},{\""days\"":\""2020-12-24\"",\""value\"":37700000000},{\""days\"":\""2020-12-25\"",\""value\"":37700000000},{\""days\"":\""2020-12-26\"",\""value\"":37700000000},{\""days\"":\""2020-12-27\"",\""value\"":37700000000}]""",0,37700000000,40500000000,34900000000,0
